time,best,sol,weight
30023,0.504675,0.86,0
172587,0.731589,0.934,377.5
317003,0.767008,0.942,432.5
474393,0.792379,0.958,429.2
615351,0.808897,0.97,424.2
758833,0.820669,0.976,417
896112,0.836261,0.984,419.9
1034605,0.836996,0.98,438.8
1172401,0.840131,0.984,427.2
1319195,0.84046,0.986,422.8
1457309,0.84046,0.986,422.8
1600339,0.843199,0.99,410.6
1737828,0.846777,0.986,435.1
1870866,0.846777,0.986,435.1
2019373,0.853693,0.986,447.6
2163654,0.85411,0.988,435.8
2302858,0.85411,0.988,435.8
2443600,0.855825,0.988,438.9
2584171,0.858959,0.988,444.7
2727802,0.86278,0.99,446.9
2862554,0.86278,0.99,446.9
3000349,0.86278,0.99,446.9
3138926,0.867364,0.994,438.1
3277259,0.867364,0.994,438.1
3419856,0.867582,0.994,438.5
3563802,0.868403,0.994,440
3724679,0.868403,0.994,440
3866290,0.871024,0.994,444.7
4000394,0.871024,0.994,444.7
4138128,0.871024,0.994,444.7
4278397,0.871024,0.994,444.7
4413202,0.872533,0.996,434.8
4555582,0.872533,0.996,434.8
4700816,0.875204,0.996,439.6
4849872,0.875204,0.996,439.6
4986068,0.875204,0.996,439.6
5123946,0.875314,0.996,439.8
5270310,0.875314,0.996,439.8
5412220,0.875314,0.996,439.8
5549131,0.875314,0.996,439.8
5687083,0.875314,0.996,439.8
5825130,0.879269,1,429.4
5968082,0.882083,1,434.4
6106279,0.882083,1,434.4
6239413,0.882083,1,434.4
6371469,0.882083,1,434.4
6514425,0.882083,1,434.4
6658576,0.882735,1,435.6
6801602,0.882735,1,435.6
6990882,0.882735,1,435.6
7127134,0.882735,1,435.6
7265308,0.882735,1,435.6
7404855,0.882735,1,435.6
7549191,0.882735,1,435.6
7690274,0.882735,1,435.6
7826796,0.882735,1,435.6
7969697,0.882735,1,435.6
8104302,0.882735,1,435.6
8250456,0.882735,1,435.6
8393036,0.882735,1,435.6
8534281,0.882735,1,435.6
8673114,0.884662,1,439.1
8806844,0.884662,1,439.1
8945530,0.884662,1,439.1
9077165,0.884662,1,439.1
9220424,0.884662,1,439.1
9361943,0.884662,1,439.1
9501399,0.884662,1,439.1
9646881,0.884662,1,439.1
9784415,0.884662,1,439.1
9923554,0.884662,1,439.1
10055962,0.885651,1,440.9
10199382,0.885651,1,440.9
10341695,0.885651,1,440.9
10480140,0.88616,1,441.8
10608399,0.887775,1,444.7
10752022,0.887775,1,444.7
10886548,0.887775,1,444.7
11026549,0.887775,1,444.7
11165158,0.887775,1,444.7
11298861,0.887775,1,444.7
11442424,0.887775,1,444.7
11579926,0.889233,1,447.3
11721807,0.889233,1,447.3
11868732,0.889233,1,447.3
12010375,0.889233,1,447.3
12150217,0.889233,1,447.3
12290135,0.889233,1,447.3
12458207,0.889233,1,447.3
12596224,0.889233,1,447.3
12733268,0.889233,1,447.3
12876401,0.889233,1,447.3
13016483,0.892574,1,453.2
13156543,0.892574,1,453.2
13288931,0.892574,1,453.2
13426438,0.893768,1,455.3
13561521,0.893768,1,455.3
13704876,0.893768,1,455.3
13852297,0.893768,1,455.3
13990393,0.894679,1,456.9
14123049,0.894679,1,456.9
14263574,0.894679,1,456.9
14404925,0.894679,1,456.9
14546502,0.894679,1,456.9
14680884,0.894679,1,456.9
14821107,0.894679,1,456.9
14959094,0.894679,1,456.9
15102217,0.894679,1,456.9
15238847,0.894679,1,456.9
15381922,0.894791,1,457.1
15524583,0.894791,1,457.1
15666091,0.894791,1,457.1
15808999,0.894791,1,457.1
15953335,0.894791,1,457.1
16097647,0.894791,1,457.1
16233186,0.894791,1,457.1
16370601,0.894791,1,457.1
16510952,0.894791,1,457.1
16652464,0.894791,1,457.1
16815799,0.894791,1,457.1
16958128,0.894848,1,457.2
17101227,0.894848,1,457.2
17236539,0.895079,1,457.6
17377488,0.895079,1,457.6
17520534,0.895079,1,457.6
17662131,0.895079,1,457.6
17803423,0.895079,1,457.6
17944373,0.896553,1,460.2
18088089,0.896553,1,460.2
18229021,0.896553,1,460.2
18364061,0.896553,1,460.2
18500639,0.896553,1,460.2
18633331,0.896553,1,460.2
18773656,0.896553,1,460.2
18918053,0.896553,1,460.2
19057648,0.896553,1,460.2
19194723,0.899515,1,465.5
19338273,0.900078,1,466.5
19482695,0.900078,1,466.5
19618192,0.900078,1,466.5
19763111,0.900078,1,466.5
19901156,0.900593,1,467.4
20084152,0.900593,1,467.4
20224479,0.900593,1,467.4
20359170,0.900593,1,467.4
20503709,0.900593,1,467.4
20641679,0.900593,1,467.4
20776828,0.900593,1,467.4
20921127,0.900593,1,467.4
21058559,0.900593,1,467.4
21201247,0.900593,1,467.4
21340451,0.900593,1,467.4
21477007,0.900593,1,467.4
21615268,0.900593,1,467.4
21756524,0.900593,1,467.4
21898695,0.900593,1,467.4
22039373,0.900593,1,467.4
22180643,0.900593,1,467.4
22319221,0.900593,1,467.4
22462736,0.900593,1,467.4
22605380,0.900593,1,467.4
22746752,0.901046,1,468.2
22885224,0.901046,1,468.2
23029922,0.901046,1,468.2
23173646,0.901046,1,468.2
23313022,0.901046,1,468.2
23457378,0.901046,1,468.2
23594011,0.902589,1,470.9
23737574,0.902589,1,470.9
23870832,0.902589,1,470.9
24007173,0.902589,1,470.9
24136667,0.902589,1,470.9
24281912,0.902589,1,470.9
24459642,0.905726,1,476.3
24600955,0.905726,1,476.3
24741692,0.905726,1,476.3
24880809,0.905726,1,476.3
25021910,0.905726,1,476.3
25163089,0.905726,1,476.3
25300040,0.905726,1,476.3
25440637,0.905726,1,476.3
25578345,0.905898,1,476.6
25711855,0.905898,1,476.6
25852781,0.905898,1,476.6
25996623,0.905898,1,476.6
26139137,0.905898,1,476.6
26279159,0.905898,1,476.6
26424423,0.905898,1,476.6
26565775,0.905898,1,476.6
26703086,0.905898,1,476.6
26846238,0.905898,1,476.6
26984508,0.905898,1,476.6
27122069,0.905898,1,476.6
27257049,0.905898,1,476.6
27387250,0.905898,1,476.6
27523828,0.905898,1,476.6
27665086,0.905898,1,476.6
27808935,0.905898,1,476.6
27945866,0.905898,1,476.6
28092020,0.905898,1,476.6
