time,best,sol,weight
39107,0.504675,0.86,0
204939,0.774237,0.96,402.1
342207,0.77896,0.962,399.6
482788,0.797349,0.964,439
623765,0.806887,0.964,450.6
761659,0.817666,0.974,431.6
913217,0.828335,0.98,429.5
1084355,0.831428,0.97,461
1404036,0.833996,0.978,445.8
1629029,0.846252,0.986,440.3
1799877,0.848007,0.988,431.3
1991439,0.854086,0.994,420.3
2170961,0.854747,0.994,421.5
2374621,0.855186,0.992,427.4
2562859,0.855186,0.992,427.4
2760523,0.857446,0.99,436.8
2944952,0.867314,0.992,449.7
3135006,0.869186,0.992,453.1
3332090,0.873041,0.994,447.8
3526303,0.87436,0.994,450.2
3697164,0.87436,0.994,450.2
3919883,0.87436,0.994,450.2
4143743,0.87436,0.994,450.2
4329156,0.875874,0.994,452.9
4490676,0.880255,0.994,460.7
4641402,0.883924,0.998,449.9
4788691,0.885602,1,440.5
4935549,0.885602,1,440.5
5092203,0.885602,1,440.5
5235717,0.885602,1,440.5
5384329,0.886664,1,442.4
5531491,0.886664,1,442.4
5706886,0.886664,1,442.4
5895393,0.886664,1,442.4
6064963,0.886664,1,442.4
6227915,0.886664,1,442.4
6373277,0.886664,1,442.4
6515519,0.886664,1,442.4
6664984,0.888432,1,445.6
6813015,0.888432,1,445.6
6957019,0.888432,1,445.6
7100068,0.888432,1,445.6
7239396,0.888432,1,445.6
7399090,0.888432,1,445.6
7575731,0.891381,1,450.9
7744631,0.891381,1,450.9
7891933,0.891381,1,450.9
8041109,0.891381,1,450.9
8206946,0.891381,1,450.9
8386507,0.891381,1,450.9
8562230,0.891381,1,450.9
8750524,0.891381,1,450.9
8943463,0.891381,1,450.9
9106566,0.891381,1,450.9
9250666,0.891381,1,450.9
9412842,0.891381,1,450.9
9563163,0.891381,1,450.9
9733619,0.891381,1,450.9
9900896,0.891381,1,450.9
10089540,0.891381,1,450.9
10241592,0.891381,1,450.9
10394895,0.891381,1,450.9
10544582,0.891381,1,450.9
10714827,0.891381,1,450.9
10891800,0.891381,1,450.9
11063625,0.891381,1,450.9
11208275,0.891381,1,450.9
11363632,0.894327,1,456.1
11555412,0.894327,1,456.1
11748796,0.894327,1,456.1
11924146,0.894327,1,456.1
12092126,0.894327,1,456.1
12273126,0.894327,1,456.1
12450690,0.894327,1,456.1
12623490,0.894327,1,456.1
12800291,0.894327,1,456.1
12986126,0.894327,1,456.1
13171084,0.894327,1,456.1
13377531,0.894327,1,456.1
13559220,0.894327,1,456.1
13742867,0.894327,1,456.1
13934267,0.894327,1,456.1
14143879,0.894327,1,456.1
14296135,0.894327,1,456.1
14447398,0.894327,1,456.1
14595617,0.894327,1,456.1
14740111,0.894382,1,456.2
14888314,0.894382,1,456.2
15036621,0.894382,1,456.2
15194335,0.896393,1,459.8
15386316,0.896393,1,459.8
15561311,0.896393,1,459.8
15767221,0.898612,1,463.7
15929783,0.901592,1,468.8
16088094,0.901592,1,468.8
16236708,0.902847,1,470.9
16387420,0.902847,1,470.9
16535952,0.902847,1,470.9
16714377,0.902847,1,470.9
16879664,0.902847,1,470.9
17037153,0.902847,1,470.9
17186498,0.902847,1,470.9
17369717,0.903849,1,472.7
17563176,0.903849,1,472.7
17730816,0.906003,1,476.4
17893013,0.906003,1,476.4
18033382,0.906003,1,476.4
18210595,0.906003,1,476.4
18431464,0.906003,1,476.4
18630352,0.906003,1,476.4
18815300,0.906003,1,476.4
18995899,0.907771,1,479.5
19170380,0.907771,1,479.5
19340302,0.909424,1,482.4
19535004,0.909424,1,482.4
19728990,0.909424,1,482.4
19917186,0.909424,1,482.4
20122252,0.909424,1,482.4
20309035,0.909424,1,482.4
20483371,0.909424,1,482.4
20692647,0.909929,1,483.3
20892458,0.909929,1,483.3
21069014,0.909929,1,483.3
21227087,0.909929,1,483.3
21369718,0.912331,1,487.5
21521637,0.912331,1,487.5
21665130,0.914319,1,491
21850358,0.914319,1,491
22001283,0.914319,1,491
22151900,0.914319,1,491
22334446,0.914319,1,491
22543008,0.914319,1,491
22709951,0.914319,1,491
22859358,0.914319,1,491
23003939,0.914319,1,491
23151415,0.914319,1,491
23302931,0.916341,1,494.4
23452270,0.916341,1,494.4
23602773,0.916341,1,494.4
23749145,0.916341,1,494.4
23892049,0.917208,1,495.9
24036510,0.917208,1,495.9
24178258,0.917208,1,495.9
24320772,0.917602,1,496.6
24463304,0.917602,1,496.6
24607408,0.918739,1,498.6
24744655,0.918739,1,498.6
24883843,0.918739,1,498.6
25024277,0.918739,1,498.6
25169084,0.918739,1,498.6
25313955,0.918739,1,498.6
25495376,0.918739,1,498.6
25654969,0.918739,1,498.6
25802304,0.918739,1,498.6
25954549,0.918739,1,498.6
26094950,0.918739,1,498.6
26236123,0.918739,1,498.6
26381836,0.918739,1,498.6
26530655,0.918739,1,498.6
26682753,0.918739,1,498.6
26835972,0.918739,1,498.6
26987516,0.918739,1,498.6
27130047,0.918739,1,498.6
27298228,0.918739,1,498.6
27451719,0.918739,1,498.6
27594338,0.918739,1,498.6
27730175,0.918739,1,498.6
27867839,0.918739,1,498.6
28016831,0.918739,1,498.6
28152705,0.918739,1,498.6
28289627,0.918739,1,498.6
28425794,0.918739,1,498.6
28577038,0.918739,1,498.6
28716813,0.918739,1,498.6
28887209,0.918739,1,498.6
29068834,0.918797,1,498.7
29232295,0.918797,1,498.7
29388660,0.918797,1,498.7
29539321,0.918797,1,498.7
29684872,0.918797,1,498.7
29833323,0.918797,1,498.7
29996771,0.918797,1,498.7
30181758,0.918797,1,498.7
30332923,0.918797,1,498.7
30512600,0.918797,1,498.7
30660038,0.918797,1,498.7
30802902,0.918797,1,498.7
30945286,0.918797,1,498.7
31081142,0.918797,1,498.7
31228055,0.918797,1,498.7
31410306,0.918797,1,498.7
31637933,0.918797,1,498.7
31838272,0.918797,1,498.7
32007756,0.918797,1,498.7
32190919,0.918912,1,498.9
32371257,0.918912,1,498.9
32543125,0.918912,1,498.9
32717086,0.918912,1,498.9
32899927,0.918912,1,498.9
33097609,0.919309,1,499.6
